-13.605, -13398613386167.357
-13.60501, -13204644206479.281
-13.60502, -13010667662467.164
-13.605030000000001, -12816683750451.81
-13.60504, -12622692473320.766
-13.605050000000002, -12428693829967.871
-13.60506, -12234687818405.664
-13.60507, -12040674441951.361
-13.605079999999997, -11846653696003.055
-13.60509, -11652625583877.473
-13.6051, -11458590106601.748
-13.60511, -11264547258510.13
-13.605120000000001, -11070497043718.992
-13.60513, -10876439459448.379
-13.605140000000002, -10682374508693.502
-13.60515, -10488302187053.05
-13.60516, -10294222498373.332
-13.60517, -10100135440064.219
-13.60518, -9906041012740.592
-13.60519, -9711939216677.361
-13.6052, -9517830050852.215
-13.605210000000001, -9323713512862.473
-13.60522, -9129589609472.082
-13.605229999999999, -8935458332324.182
-13.60524, -8741319684320.657
-13.60525, -8547173668064.811
-13.60526, -8353020280772.214
-13.60527, -8158859520731.416
-13.60528, -7964691390735.532
-13.60529, -7770515887535.413
-13.605300000000002, -7576333015270.547
-13.60531, -7382142770308.863
-13.605319999999999, -7187945152261.455
-13.60533, -6993740162140.724
-13.60534, -6799527799124.114
-13.60535, -6605308065554.893
-13.60536, -6411080958535.183
-13.60537, -6216846476939.846
-13.60538, -6022604623799.945
-13.605389999999998, -5828355396098.661
-13.6054, -5634098793583.982
-13.60541, -5439834818665.574
-13.60542, -5245563470421.717
-13.60543, -5051284745936.954
-13.60544, -4856998648670.817
-13.60545, -4662705176152.285
-13.60546, -4468404327311.254
-13.60547, -4274096106004.635
-13.605479999999998, -4079780506410.201
-13.60549, -3885457533258.8257
-13.6055, -3691127184564.0176
-13.60551, -3496789458210.2314
-13.60552, -3302444357054.2705
-13.60553, -3108091879060.605
-13.60554, -2913732024773.2466
-13.605549999999997, -2719364791779.8394
-13.60556, -2524990185421.89
-13.605569999999998, -2330608198274.239
-13.60558, -2136218836362.1252
-13.60559, -1941822096502.933
-13.6056, -1747417977330.0945
-13.605610000000002, -1553006481521.1292
-13.60562, -1358587606564.7969
-13.60563, -1164161352442.6843
-13.605639999999998, -969727722213.9198
-13.60565, -775286711787.1609
-13.605659999999999, -580838322688.5435
-13.60567, -386382553686.382
-13.605680000000001, -191919405899.9067
-13.60569, 2551122681.582167
-13.605700000000002, 197029030244.52563
-13.60571, 391514317016.08795
-13.60572, 586006984910.1273
-13.605729999999998, 780507033285.2667
-13.60574, 975014463478.2333
-13.60575, 1169529273243.8152
-13.60576, 1364051463303.8813
-13.605770000000001, 1558581035289.524
-13.60578, 1753117991322.498
-13.605790000000002, 1947662326093.9683
-13.6058, 2142214042190.0461
-13.60581, 2336773143611.605
-13.605819999999998, 2531339624267.086
-13.60583, 2725913490256.9805
-13.60584, 2920494736963.492
-13.60585, 3115083367761.4644
-13.605860000000002, 3309679380875.183
-13.60587, 3504282777800.4043
-13.605880000000003, 3698893557435.087
-13.60589, 3893511721963.045
-13.6059, 4088137267956.263
-13.60591, 4282770200153.525
-13.60592, 4477410517741.361
-13.60593, 4672058218940.755
-13.60594, 4866713304928.626
-13.605950000000002, 5061375776408.81
-13.60596, 5256045631923.166
-13.60597, 5450722874177.19
-13.60598, 5645407501438.535
-13.60599, 5840099513818.716
-13.606, 6034798912735.626
-13.60601, 6229505698689.314
-13.606020000000001, 6424219869551.591
-13.60603, 6618941427665.414
-13.606040000000002, 6813670373820.788
-13.60605, 7008406705875.03
-13.60606, 7203150424457.705
-13.60607, 7397901532480.425
-13.60608, 7592660026453.053
-13.60609, 7787425909392.349
-13.6061, 7982199178842.014
-13.606110000000001, 8176979838805.306
-13.60612, 8371767885566.302
-13.606129999999999, 8566563320870.532
-13.60614, 8761366147373.282
-13.60615, 8956176361005.553
-13.60616, 9150993963440.805
-13.60617, 9345818957051.254
-13.60618, 9540651339983.928
-13.60619, 9735491110652.602
-13.606199999999998, 9930338274121.578
-13.60621, 10125192826633.463
-13.606219999999999, 10320054772143.79
-13.60623, 10514924105874.344
-13.60624, 10709800829450.281
-13.60625, 10904684947408.477
-13.60626, 11099576454481.406
-13.60627, 11294475353528.795
-13.60628, 11489381645359.236
-13.606289999999998, 11684295330128.19
-13.6063, 11879216404882.393
